Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,ResolutionType,Touchscreen,IPS,CpuSpeed,CpuMark,MemoryGB,MemoryKind,Price
HP,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.64,HD,No,No,2.5,Intel,256.0,SSD,51841.44
Acer,Notebook,15.6,1366x768,6.0,AMD,Windows 10,2.1,HD,No,No,3.0,AMD,1024.0,HDD,21791.52
MSI,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,2.7,Full HD,No,No,2.8,Intel,128.0,SSD,63499.104
HP,Notebook,14.0,1920x1080,8.0,Intel,Windows 7,1.95,Full HD,No,No,2.3,Intel,256.0,SSD,63669.6
HP,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,1.84,Full HD,No,No,2.5,Intel,256.0,SSD,65480.5872
HP,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 10,1.26,Full HD,No,No,2.5,Intel,256.0,SSD,71874.72
HP,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.04,HD,No,No,2.5,Intel,500.0,HDD,39533.76
Toshiba,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.47,Full HD,No,Yes,2.6,Intel,256.0,SSD,91908.0
Dell,Notebook,15.6,1920x1080,8.0,Intel,Windows 7,2.09,Full HD,No,No,2.4,Intel,256.0,SSD,56633.976
HP,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.64,Full HD,No,No,2.5,Intel,256.0,SSD,53839.9728
Lenovo,2 in 1 Convertible,15.6,1920x1080,4.0,Intel,Windows 10,1.8,Full HD,Yes,Yes,2.5,Intel,256.0,SSD,45128.16
Vero,Notebook,14.0,1366x768,2.0,Intel,Windows 10,1.45,HD,No,No,1.44,Intel,32.0,Flash,11231.424
Toshiba,Notebook,15.6,1920x1080,16.0,Nvidia,Windows 10,2.4,Full HD,No,Yes,2.5,Intel,256.0,SSD,75924.0
Lenovo,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.3,Full HD,No,No,2.3,Intel,256.0,SSD,55922.688
HP,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,1.54,Full HD,No,No,2.3,Intel,500.0,HDD,53280.0
HP,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,1.84,Full HD,No,No,2.4,Intel,256.0,SSD,112065.9552
HP,Notebook,14.0,1920x1080,8.0,Intel,Windows 7,1.43,Full HD,No,No,2.3,Intel,256.0,SSD,78268.32
MSI,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,3.78,Full HD,No,Yes,2.7,Intel,256.0,SSD,82351.6992
Lenovo,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.6,Full HD,No,Yes,2.6,Intel,128.0,SSD,122010.6672
Asus,Netbook,11.6,1366x768,4.0,Intel,Chrome OS,1.2,HD,No,No,1.6,Intel,16.0,Flash,15339.312
Lenovo,Notebook,14.0,2560x1440,16.0,Intel,Windows 7,1.1,HD,No,Yes,2.6,Intel,256.0,SSD,139593.6
HP,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,1.91,Full HD,No,Yes,2.7,Intel,1024.0,HDD,52161.12
Dell,2 in 1 Convertible,15.6,1920x1080,8.0,Intel,Windows 10,2.3,Full HD,Yes,Yes,2.7,Intel,256.0,SSD,58288.32
HP,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.04,HD,No,No,2.5,Intel,256.0,SSD,52161.12
Dell,Ultrabook,13.3,3200x1800,16.0,Intel,Windows 10,1.2,Quad HD,Yes,No,2.7,Intel,1024.0,SSD,120093.12
HP,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.31,HD,No,No,2.3,Intel,500.0,HDD,37570.392
HP,Notebook,15.6,1366x768,4.0,Intel,No OS,1.96,HD,No,No,2.5,Intel,500.0,HDD,26586.72
Acer,Notebook,15.6,1366x768,8.0,AMD,Windows 10,2.4,HD,No,No,2.2,AMD,1024.0,HDD,23922.72
Dell,2 in 1 Convertible,13.3,1920x1080,12.0,Intel,Windows 10,1.6,Full HD,Yes,Yes,2.7,Intel,256.0,SSD,69210.72
MSI,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.94,Full HD,No,No,2.6,Intel,256.0,SSD,96916.32
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,No OS,4.0,Full HD,No,Yes,2.6,Intel,1024.0,HDD,53173.44
Dell,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,2.25,Full HD,No,No,2.5,Intel,1024.0,HDD,29783.52
Dell,Notebook,15.6,1920x1080,16.0,AMD,Windows 10,2.32,Full HD,No,No,2.7,Intel,2048.0,HDD,52746.6672
MSI,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,1.8,Full HD,No,No,2.6,Intel,256.0,SSD,102777.12
Dell,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.29,Full HD,No,No,2.7,Intel,256.0,SSD,77682.24
Asus,Gaming,17.3,1920x1080,64.0,Nvidia,Windows 10,3.58,Full HD,No,Yes,2.7,Intel,1024.0,SSD,211788.0
Dell,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.62,Full HD,Yes,No,2.5,Intel,256.0,SSD,42517.9728
Dell,Gaming,15.6,3840x2160,16.0,Nvidia,Windows 10,3.21,4K Ultra HD,No,No,2.6,Intel,256.0,SSD,70809.12
Apple,Ultrabook,12.0,2304x1440,8.0,Intel,Mac OS X,0.92,Retina Display,No,Yes,1.1,Intel,256.0,Flash,69264.0
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.06,HD,No,No,2.3,Intel,500.0,HDD,25679.8944
HP,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.31,HD,No,No,2.3,Intel,500.0,HDD,63882.72
HP,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 7,1.26,Full HD,No,No,2.3,Intel,256.0,SSD,63882.72
HP,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.49,Full HD,No,No,2.7,Intel,256.0,SSD,58075.2
Lenovo,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 10,1.3,Full HD,Yes,Yes,2.5,Intel,256.0,SSD,91294.7472
Lenovo,Notebook,17.3,1600x900,8.0,AMD,Windows 10,3.0,HD,No,No,2.3,Intel,1024.0,HDD,35111.52
Lenovo,Notebook,15.6,1920x1080,4.0,Nvidia,Windows 10,2.3,Full HD,No,Yes,2.3,Intel,1024.0,HDD,52054.56
MSI,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,3.78,Full HD,No,No,2.8,Intel,256.0,SSD,133146.72
Lenovo,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.1,HD,No,No,2.3,Intel,500.0,HDD,28771.2
HP,Notebook,15.6,1920x1080,4.0,Intel,Windows 7,2.31,Full HD,No,No,2.3,Intel,500.0,HDD,50083.2
Lenovo,Ultrabook,12.5,2560x1440,8.0,Intel,Windows 10,0.99,HD,Yes,Yes,1.2,Intel,512.0,SSD,74538.72
Lenovo,Gaming,17.3,1920x1080,32.0,Nvidia,Windows 10,4.6,Full HD,No,Yes,2.7,Intel,512.0,SSD,172627.2
Lenovo,2 in 1 Convertible,10.1,1920x1200,4.0,Intel,Windows 10,0.69,HD,Yes,Yes,1.44,Intel,64.0,Flash,34433.2656
HP,Ultrabook,13.3,3840x2160,16.0,Intel,Windows 10,1.3,4K Ultra HD,No,Yes,2.7,Intel,512.0,SSD,109170.72
Dell,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.18,Full HD,No,No,2.5,Intel,256.0,SSD,39960.0
HP,Notebook,14.0,1920x1080,4.0,Intel,Windows 7,1.54,Full HD,No,No,2.3,Intel,500.0,HDD,54931.1472
HP,Workstation,15.6,1920x1080,8.0,AMD,Windows 7,1.9,Full HD,No,No,2.5,Intel,256.0,SSD,79653.6
Lenovo,Notebook,14.0,1920x1080,8.0,Intel,Windows 7,1.7,Full HD,No,No,2.3,Intel,180.0,SSD,63882.72
HP,Notebook,13.3,3200x1800,4.0,Intel,Chrome OS,1.29,Quad HD,No,No,1.5,Intel,32.0,Flash,32767.2
Acer,Notebook,15.6,1366x768,4.0,AMD,Windows 10,2.4,HD,No,No,2.2,AMD,500.0,HDD,20619.36
Dell,Notebook,15.6,1366x768,4.0,Intel,Linux,2.2,HD,No,No,1.6,Intel,500.0,HDD,20965.1472
HP,Notebook,15.6,1366x768,4.0,Intel,No OS,1.86,HD,No,No,2.0,Intel,1024.0,HDD,18434.3472
Asus,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,2.7,Full HD,No,Yes,2.8,Intel,256.0,SSD,85194.72
Dell,Ultrabook,13.3,1920x1080,4.0,AMD,Windows 10,1.4,Full HD,No,Yes,1.6,Intel,256.0,SSD,43601.688
HP,Netbook,12.5,1366x768,4.0,Intel,Windows 7,2.4,HD,No,No,2.3,Intel,128.0,SSD,85194.72
Acer,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.5,Intel,256.0,SSD,42570.72
Dell,Notebook,15.6,1920x1080,8.0,AMD,Windows 10,2.36,Full HD,No,No,2.5,Intel,1024.0,HDD,34035.264
MSI,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,2.6,Full HD,No,No,2.6,Intel,256.0,SSD,85194.72
HP,Notebook,15.6,1366x768,4.0,Intel,Windows 10,1.96,HD,No,No,1.6,Intel,1024.0,HDD,26640.0
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.3,Full HD,No,Yes,2.6,Intel,128.0,SSD,122490.72
Dell,Ultrabook,12.5,1366x768,4.0,Intel,Windows 7,1.5,HD,No,No,2.3,Intel,500.0,HDD,60480.792
Dell,Ultrabook,12.5,1366x768,4.0,Intel,Windows 7,1.5,HD,No,No,2.3,Intel,128.0,SSD,62176.1616
Acer,Notebook,15.6,1366x768,4.0,Intel,Chrome OS,2.2,HD,No,No,1.5,Intel,16.0,SSD,11135.52
HP,Workstation,17.3,1920x1080,8.0,AMD,Windows 7,3.0,Full HD,No,Yes,2.6,Intel,1024.0,HDD,154458.72
Lenovo,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.8,Intel,512.0,SSD,63882.72
Dell,Ultrabook,12.5,1366x768,8.0,Intel,Windows 7,1.5,HD,No,No,2.3,Intel,256.0,SSD,75289.968
MSI,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,2.9,Full HD,No,No,2.6,Intel,128.0,SSD,80516.2032
Lenovo,2 in 1 Convertible,15.6,1920x1080,4.0,Intel,Windows 10,2.1,Full HD,Yes,Yes,2.3,Intel,256.0,SSD,46193.76
HP,Notebook,15.6,1920x1080,4.0,AMD,Windows 10,2.1,Full HD,No,No,2.5,AMD,1024.0,HDD,21205.44
Asus,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.59,Full HD,No,Yes,2.6,Intel,128.0,SSD,71341.92
HP,Notebook,13.3,3200x1800,8.0,Intel,Windows 10,1.16,Quad HD,Yes,No,1.1,Intel,256.0,SSD,90522.72
Dell,Notebook,15.6,1366x768,4.0,AMD,Windows 7,2.24,HD,No,No,2.3,Intel,500.0,HDD,40980.312
Lenovo,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.1,HD,No,No,2.0,Intel,128.0,SSD,22857.12
HP,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.16,Full HD,No,No,2.5,Intel,512.0,SSD,104908.32
Lenovo,2 in 1 Convertible,10.1,1920x1200,4.0,Intel,Android,0.69,HD,Yes,Yes,1.44,Intel,64.0,Flash,29250.72
Dell,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.23,Full HD,No,No,2.4,Intel,256.0,SSD,73473.12
Lenovo,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.6,Full HD,No,Yes,2.7,Intel,256.0,SSD,146519.4672
Razer,Ultrabook,12.5,3840x2160,8.0,Intel,Windows 10,1.25,4K Ultra HD,Yes,No,2.5,Intel,256.0,SSD,54825.12
Toshiba,Ultrabook,13.3,1920x1080,16.0,Intel,Windows 10,1.05,Full HD,No,No,2.7,Intel,512.0,SSD,118601.28
Asus,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,3.52,Full HD,No,No,2.6,Intel,128.0,SSD,69929.4672
Vero,Notebook,13.3,1920x1080,4.0,Intel,Windows 10,1.35,Full HD,No,No,1.44,Intel,32.0,Flash,10442.88
HP,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.16,Full HD,No,No,2.3,Intel,256.0,SSD,90043.2
HP,Notebook,14.0,1920x1080,8.0,Intel,Windows 7,1.43,Full HD,No,No,2.3,Intel,256.0,SSD,80612.64
Dell,Notebook,15.6,1366x768,4.0,Intel,Linux,2.09,HD,No,No,2.3,Intel,500.0,HDD,27899.0064
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.0,HD,No,No,2.4,Intel,1024.0,HDD,23176.8
Lenovo,2 in 1 Convertible,14.0,1920x1080,8.0,Intel,Windows 10,1.8,Full HD,Yes,Yes,2.5,Intel,256.0,SSD,88924.32
Lenovo,2 in 1 Convertible,10.1,1920x1200,4.0,Intel,Windows 10,0.69,HD,Yes,Yes,1.44,Intel,64.0,Flash,25521.12
HP,Ultrabook,12.5,1366x768,8.0,Intel,Windows 7,1.26,HD,No,No,2.4,Intel,256.0,SSD,100965.6
Lenovo,Gaming,15.6,1920x1080,8.0,Nvidia,No OS,2.4,Full HD,No,Yes,2.5,Intel,128.0,SSD,52693.92
HP,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,3.35,Full HD,No,Yes,2.3,Intel,128.0,SSD,60153.12
HP,Notebook,15.6,1366x768,8.0,Intel,Windows 10,2.04,HD,No,No,2.7,Intel,2048.0,HDD,33513.12
Lenovo,2 in 1 Convertible,14.0,1920x1080,8.0,Nvidia,Windows 7,1.8,Full HD,Yes,Yes,2.6,Intel,512.0,SSD,109244.2464
Asus,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.5,HD,No,No,1.1,Intel,32.0,Flash,14811.84
HP,Ultrabook,15.6,1920x1080,8.0,Intel,Windows 10,1.84,Full HD,No,No,2.7,Intel,256.0,SSD,40066.56
Acer,Notebook,15.6,1920x1080,4.0,Nvidia,Windows 10,2.23,Full HD,No,No,2.5,Intel,1024.0,HDD,32820.48
Lenovo,Notebook,15.6,1920x1080,16.0,AMD,Windows 10,2.5,Full HD,No,No,2.5,Intel,1024.0,Hybrid,58554.72
HP,Workstation,17.3,1920x1080,8.0,Nvidia,Windows 7,3.0,Full HD,No,Yes,2.6,Intel,256.0,SSD,210424.032
Dell,Notebook,15.6,1366x768,8.0,AMD,Windows 10,2.5,HD,No,No,2.5,Intel,1024.0,HDD,41771.52
MSI,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,3.78,Full HD,No,No,2.7,Intel,256.0,SSD,127818.72
HP,Ultrabook,15.6,1920x1080,8.0,Intel,Windows 7,1.88,Full HD,No,No,2.5,Intel,256.0,SSD,115709.2416
Lenovo,2 in 1 Convertible,14.0,2560x1440,16.0,Intel,Windows 10,2.8,HD,Yes,Yes,2.6,Intel,512.0,SSD,130003.2
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.8,Intel,128.0,SSD,60888.384
HP,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.48,Full HD,Yes,No,2.4,Intel,256.0,SSD,86793.12
HP,Workstation,15.6,1920x1080,8.0,Nvidia,Windows 7,2.59,Full HD,No,Yes,2.6,Intel,256.0,SSD,118761.12
HP,2 in 1 Convertible,13.3,2560x1440,8.0,Intel,Windows 10,1.48,HD,Yes,No,2.6,Intel,256.0,SSD,95850.72
HP,Workstation,15.6,1920x1080,8.0,Nvidia,Windows 7,2.0,Full HD,No,No,2.6,Intel,256.0,SSD,101178.72
HP,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 7,1.26,Full HD,No,No,2.5,Intel,256.0,SSD,122381.496
Dell,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.18,Full HD,No,No,2.7,Intel,256.0,SSD,53807.472
HP,Notebook,15.6,1920x1080,8.0,Intel,Windows 7,1.88,Full HD,No,No,2.3,Intel,256.0,SSD,84129.12
Lenovo,2 in 1 Convertible,14.0,2560x1440,8.0,Intel,Windows 10,1.27,HD,Yes,Yes,2.5,Intel,256.0,SSD,124621.92
Lenovo,Notebook,15.6,1366x768,4.0,Intel,No OS,1.9,HD,No,No,2.0,Intel,1024.0,HDD,18061.92
HP,Notebook,15.6,1366x768,4.0,AMD,Windows 10,1.86,HD,No,No,1.8,AMD,500.0,HDD,15824.16
Lenovo,Notebook,15.6,1920x1080,8.0,AMD,No OS,2.32,Full HD,No,No,2.3,Intel,1024.0,HDD,31914.72
Dell,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.62,Full HD,No,No,2.8,Intel,1024.0,HDD,63882.72
Dell,Notebook,15.6,3840x2160,8.0,Nvidia,Windows 10,2.04,4K Ultra HD,Yes,Yes,2.3,Intel,256.0,SSD,119916.2304
HP,Notebook,15.6,1920x1080,4.0,AMD,Windows 10,1.91,Full HD,No,No,2.5,AMD,256.0,SSD,25515.2592
MSI,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.7,Full HD,No,No,2.8,Intel,256.0,SSD,79536.384
Lenovo,Ultrabook,14.0,1920x1080,12.0,Intel,Windows 7,1.4,Full HD,No,No,2.6,Intel,512.0,SSD,122490.72
Lenovo,Notebook,15.6,1920x1080,8.0,AMD,Windows 10,2.5,Full HD,No,No,2.3,Intel,1024.0,Hybrid,42010.7472
HP,2 in 1 Convertible,13.3,2560x1440,8.0,Intel,Windows 10,1.48,HD,Yes,No,2.6,Intel,512.0,SSD,108744.48
Lenovo,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 7,1.7,Full HD,No,No,2.6,Intel,256.0,SSD,79866.72
MSI,Gaming,14.0,1920x1080,16.0,Nvidia,Windows 10,1.7,Full HD,No,No,2.6,Intel,256.0,SSD,94252.32
HP,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.62,Full HD,No,Yes,2.8,Intel,1024.0,HDD,47898.72
Lenovo,Notebook,15.6,1366x768,8.0,Intel,Windows 10,2.2,HD,No,No,2.0,Intel,1024.0,HDD,24455.52
HP,Notebook,15.6,1366x768,4.0,Intel,No OS,2.1,HD,No,No,2.3,Intel,500.0,HDD,25414.0272
Dell,Gaming,15.6,3840x2160,8.0,Nvidia,Windows 10,2.62,4K Ultra HD,No,No,2.8,Intel,128.0,SSD,79813.44
Lenovo,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,1.95,Full HD,No,Yes,2.5,Intel,256.0,SSD,74059.2
Lenovo,Notebook,15.6,1920x1080,4.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.0,Intel,1024.0,HDD,24935.04
HP,Notebook,14.0,1366x768,2.0,Intel,Windows 10,1.44,HD,No,No,1.6,Intel,32.0,Flash,13266.72
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,Yes,2.7,Intel,1024.0,HDD,44701.92
HP,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,1.96,Full HD,No,No,2.5,Intel,256.0,SSD,36177.12
HP,Notebook,15.6,1920x1080,16.0,Intel,Windows 10,2.1,Full HD,No,No,1.8,Intel,512.0,SSD,61751.52
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.2,HD,No,No,1.6,Intel,500.0,HDD,19660.32
Lenovo,Notebook,15.6,1366x768,4.0,Intel,No OS,2.1,HD,No,No,2.3,Intel,500.0,HDD,21205.44
Lenovo,Notebook,15.6,1920x1080,8.0,Nvidia,No OS,2.2,Full HD,No,No,2.7,Intel,1024.0,HDD,37775.52
Asus,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,2.0,Full HD,No,No,2.4,Intel,256.0,SSD,40972.32
Lenovo,Notebook,15.6,1920x1080,4.0,Intel,Windows 7,2.32,Full HD,No,No,2.5,Intel,1024.0,Hybrid,43956.0
Lenovo,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,3.31,Full HD,No,Yes,2.6,Intel,512.0,SSD,69530.4
MSI,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,1.91,Full HD,No,No,2.6,Intel,128.0,SSD,114731.5536
HP,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.07,HD,No,No,2.3,Intel,500.0,HDD,34632.0
Lenovo,2 in 1 Convertible,14.0,2560x1440,8.0,Intel,Windows 10,1.36,HD,Yes,Yes,2.3,Intel,256.0,SSD,87219.36
Lenovo,Ultrabook,15.6,1920x1080,6.0,Nvidia,Windows 10,1.54,Full HD,No,No,2.7,Intel,256.0,SSD,44275.68
Dell,Notebook,15.6,1920x1080,8.0,Nvidia,Linux,1.98,Full HD,No,No,2.7,Intel,256.0,SSD,47686.1328
Acer,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.1,HD,No,No,2.0,Intel,500.0,HDD,17742.24
HP,Notebook,15.6,1920x1080,6.0,Nvidia,Windows 10,2.18,Full HD,No,Yes,2.6,Intel,1024.0,HDD,42570.72
Asus,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.591,Full HD,No,Yes,2.6,Intel,256.0,SSD,48431.52
Dell,2 in 1 Convertible,15.6,1920x1080,16.0,Intel,Windows 10,2.09,Full HD,Yes,No,2.7,Intel,512.0,SSD,62817.12
Acer,Notebook,15.6,1920x1080,4.0,Nvidia,Windows 10,2.23,Full HD,No,No,2.5,Intel,256.0,SSD,36816.48
Dell,Ultrabook,13.3,3200x1800,8.0,Intel,Linux,1.23,Quad HD,Yes,No,2.4,Intel,256.0,SSD,58554.72
Acer,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.2,Full HD,No,Yes,2.8,Intel,256.0,SSD,138474.72
Lenovo,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.4,Full HD,No,Yes,2.5,Intel,1024.0,HDD,43636.32
Samsung,2 in 1 Convertible,12.3,2400x1600,4.0,ARM,Chrome OS,1.15,HD,Yes,Yes,2.0,Samsung,32.0,Flash,35111.52
HP,Notebook,15.6,1366x768,4.0,Intel,Windows 10,1.86,HD,No,No,2.5,Intel,500.0,HDD,25840.8
Apple,Ultrabook,12.0,2304x1440,8.0,Intel,Mac OS X,0.92,Retina Display,No,Yes,1.1,Intel,256.0,Flash,61964.64
Dell,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.6,Full HD,Yes,Yes,2.5,Intel,256.0,SSD,63882.72
HP,Notebook,15.6,1920x1080,12.0,Nvidia,Windows 10,2.21,Full HD,No,Yes,2.8,Intel,128.0,SSD,70702.56
Lenovo,Notebook,15.6,1366x768,4.0,AMD,No OS,1.9,HD,No,No,2.0,Intel,1024.0,HDD,19607.04
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.3,Full HD,No,Yes,2.6,Intel,512.0,SSD,114552.0
Acer,Notebook,15.6,1366x768,4.0,Intel,Linux,2.1,HD,No,No,2.0,Intel,1024.0,HDD,14492.16
MSI,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.43,Full HD,No,No,2.8,Intel,256.0,SSD,109165.392
Dell,Notebook,15.6,1366x768,4.0,AMD,Windows 10,2.3,HD,No,No,2.0,Intel,128.0,SSD,26586.72
Lenovo,Notebook,15.6,1366x768,8.0,Nvidia,No OS,2.2,HD,No,No,2.5,Intel,500.0,HDD,33513.12
Dell,Ultrabook,13.3,3200x1800,16.0,Intel,Windows 10,1.2,Quad HD,Yes,No,2.7,Intel,512.0,SSD,142790.4
Asus,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.6,Intel,1024.0,HDD,62284.32
Dell,Notebook,15.6,1920x1080,8.0,AMD,Windows 10,2.36,Full HD,No,No,2.5,Intel,256.0,SSD,47365.92
HP,Notebook,15.6,1366x768,8.0,Intel,Windows 10,1.91,HD,No,No,2.5,Intel,256.0,SSD,30849.12
Lenovo,Notebook,15.6,1366x768,4.0,AMD,Windows 10,2.2,HD,No,No,2.2,AMD,500.0,HDD,15930.72
Acer,Notebook,17.3,1600x900,8.0,Nvidia,Windows 10,3.3,HD,No,No,2.0,Intel,1024.0,HDD,33513.12
Asus,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.8,Intel,256.0,SSD,130482.72
Apple,Ultrabook,12.0,2304x1440,8.0,Intel,Mac OS X,0.92,Retina Display,No,Yes,1.2,Intel,512.0,Flash,68145.12
Asus,Notebook,15.6,1920x1080,16.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.8,Intel,128.0,SSD,93186.72
MSI,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.43,Full HD,No,Yes,2.6,Intel,256.0,SSD,103842.1872
Dell,2 in 1 Convertible,15.6,1920x1080,8.0,Intel,Windows 10,2.191,Full HD,Yes,Yes,2.5,Intel,256.0,SSD,53226.72
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.9,Full HD,No,No,2.8,Intel,256.0,SSD,103842.72
Acer,Netbook,11.6,1366x768,2.0,Intel,Chrome OS,1.3,HD,No,No,1.5,Intel,32.0,SSD,9270.72
Acer,Notebook,17.3,1600x900,4.0,Nvidia,Windows 10,3.3,HD,No,No,2.0,Intel,1024.0,HDD,31861.44
Lenovo,Notebook,17.3,1600x900,8.0,Intel,No OS,2.8,HD,No,No,2.5,Intel,1024.0,HDD,28717.92
Lenovo,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.6,Full HD,No,Yes,2.6,Intel,128.0,SSD,67772.16
Acer,2 in 1 Convertible,14.0,1920x1080,8.0,Intel,Windows 10,1.2,Full HD,Yes,Yes,1.3,Intel,256.0,SSD,61218.72
Lenovo,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.3,Full HD,No,Yes,2.6,Intel,256.0,SSD,81465.12
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.6,Intel,128.0,SSD,78647.1408
HP,Notebook,15.6,1920x1080,6.0,AMD,Windows 10,2.1,Full HD,No,No,2.7,AMD,1024.0,HDD,28185.12
Dell,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 7,1.26,Full HD,Yes,No,2.4,Intel,256.0,SSD,91288.3536
Dell,2 in 1 Convertible,15.0,1920x1080,4.0,Intel,Windows 10,2.08,Full HD,Yes,No,2.4,Intel,500.0,HDD,27119.52
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.65,HD,No,No,1.6,Intel,1024.0,HDD,16463.52
Dell,Ultrabook,13.3,3200x1800,8.0,Intel,Windows 10,1.29,Quad HD,Yes,No,2.7,Intel,256.0,SSD,78694.56
Dell,Notebook,15.6,1366x768,4.0,Intel,Linux,2.18,HD,No,No,2.5,Intel,1024.0,HDD,27804.7008
Lenovo,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.6,Full HD,Yes,Yes,2.6,Intel,128.0,SSD,54825.12
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.8,Intel,128.0,SSD,61218.72
Lenovo,Netbook,12.5,1920x1080,16.0,Intel,Windows 10,1.3,Full HD,Yes,Yes,2.5,Intel,512.0,SSD,87912.0
Razer,Gaming,14.0,1920x1080,16.0,Nvidia,Windows 10,1.95,Full HD,No,No,2.8,Intel,1024.0,SSD,186426.72
