Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,Cpu_speed,Cpu_mark,Memory_GB,Memory_kind,Price
HP,Notebook,15.6,1920x1080,4,Intel HD Graphics 520,Windows 7,2.31,2.3,Intel,500.0,HDD,50083.2
Lenovo,Ultrabook,12.5,2560x1440,8,Intel HD Graphics 515,Windows 10,0.99,1.2,Intel,512.0,SSD,74538.72
Lenovo,Gaming,17.3,1920x1080,32,Nvidia GeForce GTX 980M,Windows 10,4.6,2.7,Intel,512.0,SSD,172627.2
Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Intel HD Graphics 400,Windows 10,0.69,1.44,Intel,64.0,Flash,34433.2656
HP,Ultrabook,13.3,3840x2160,16,Intel HD Graphics 620,Windows 10,1.3,2.7,Intel,512.0,SSD,109170.72
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.18,2.5,Intel,256.0,SSD,39960.0
HP,Notebook,14.0,1920x1080,4,Intel HD Graphics 520,Windows 7,1.54,2.3,Intel,500.0,HDD,54931.1472
HP,Workstation,15.6,1920x1080,8,AMD FirePro W4190M,Windows 7,1.9,2.5,Intel,256.0,SSD,79653.6
Lenovo,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 7,1.7,2.3,Intel,180.0,SSD,63882.72
HP,Notebook,13.3,3200x1800,4,Intel HD Graphics 515,Chrome OS,1.29,1.5,Intel,32.0,Flash,32767.2
Acer,Notebook,15.6,1366x768,4,AMD Radeon R5,Windows 10,2.4,2.2,AMD,500.0,HDD,20619.36
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics,Linux,2.2,1.6,Intel,500.0,HDD,20965.1472
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,No OS,1.86,2.0,Intel,1024.0,HDD,18434.3472
Asus,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.7,2.8,Intel,256.0,SSD,85194.72
Dell,Ultrabook,13.3,1920x1080,4,AMD Radeon 530,Windows 10,1.4,1.6,Intel,256.0,SSD,43601.688
HP,Netbook,12.5,1366x768,4,Intel HD Graphics 520,Windows 7,2.4,2.3,Intel,128.0,SSD,85194.72
Acer,Notebook,15.6,1920x1080,8,Nvidia GeForce GTX 950M,Windows 10,2.4,2.5,Intel,256.0,SSD,42570.72
Dell,Notebook,15.6,1920x1080,8,AMD Radeon R7 M445,Windows 10,2.36,2.5,Intel,1024.0,HDD,34035.264
MSI,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 965M,Windows 10,2.6,2.6,Intel,256.0,SSD,85194.72
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 405,Windows 10,1.96,1.6,Intel,1024.0,HDD,26640.0
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.3,2.6,Intel,128.0,SSD,122490.72
Dell,Ultrabook,12.5,1366x768,4,Intel HD Graphics 520,Windows 7,1.5,2.3,Intel,500.0,HDD,60480.792
Dell,Ultrabook,12.5,1366x768,4,Intel HD Graphics 520,Windows 7,1.5,2.3,Intel,128.0,SSD,62176.1616
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics,Chrome OS,2.2,1.5,Intel,16.0,SSD,11135.52
HP,Workstation,17.3,1920x1080,8,AMD FirePro W6150M,Windows 7,3.0,2.6,Intel,1024.0,HDD,154458.72
Lenovo,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,2.8,Intel,512.0,SSD,63882.72
Dell,Ultrabook,12.5,1366x768,8,Intel HD Graphics 520,Windows 7,1.5,2.3,Intel,256.0,SSD,75289.968
MSI,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,2.9,2.6,Intel,128.0,SSD,80516.2032
Lenovo,2 in 1 Convertible,15.6,1920x1080,4,Intel HD Graphics 520,Windows 10,2.1,2.3,Intel,256.0,SSD,46193.76
HP,Notebook,15.6,1920x1080,4,AMD Radeon R4,Windows 10,2.1,2.5,AMD,1024.0,HDD,21205.44
Asus,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 960M,Windows 10,2.59,2.6,Intel,128.0,SSD,71341.92
HP,Notebook,13.3,3200x1800,8,Intel HD Graphics 515,Windows 10,1.16,1.1,Intel,256.0,SSD,90522.72
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M315,Windows 7,2.24,2.3,Intel,500.0,HDD,40980.312
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,2.0,Intel,128.0,SSD,22857.12
HP,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 520,Windows 10,1.16,2.5,Intel,512.0,SSD,104908.32
Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Intel HD Graphics 400,Android,0.69,1.44,Intel,64.0,Flash,29250.72
Dell,Ultrabook,13.3,1920x1080,8,Intel Iris Plus Graphics 640,Windows 10,1.23,2.4,Intel,256.0,SSD,73473.12
Lenovo,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2.7,Intel,256.0,SSD,146519.4672
Razer,Ultrabook,12.5,3840x2160,8,Intel HD Graphics 520,Windows 10,1.25,2.5,Intel,256.0,SSD,54825.12
Toshiba,Ultrabook,13.3,1920x1080,16,Intel HD Graphics 620,Windows 10,1.05,2.7,Intel,512.0,SSD,118601.28
Asus,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,3.52,2.6,Intel,128.0,SSD,69929.4672
Vero,Notebook,13.3,1920x1080,4,Intel HD Graphics 400,Windows 10,1.35,1.44,Intel,32.0,Flash,10442.88
HP,Notebook,13.3,1920x1080,8,Intel HD Graphics 520,Windows 10,1.16,2.3,Intel,256.0,SSD,90043.2
HP,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 7,1.43,2.3,Intel,256.0,SSD,80612.64
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.09,2.3,Intel,500.0,HDD,27899.0064
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.0,2.4,Intel,1024.0,HDD,23176.8
Lenovo,2 in 1 Convertible,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.8,2.5,Intel,256.0,SSD,88924.32
Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Intel HD Graphics 400,Windows 10,0.69,1.44,Intel,64.0,Flash,25521.12
HP,Ultrabook,12.5,1366x768,8,Intel HD Graphics 520,Windows 7,1.26,2.4,Intel,256.0,SSD,100965.6
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1060,No OS,2.4,2.5,Intel,128.0,SSD,52693.92
HP,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,3.35,2.3,Intel,128.0,SSD,60153.12
HP,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.04,2.7,Intel,2048.0,HDD,33513.12
Lenovo,2 in 1 Convertible,14.0,1920x1080,8,Nvidia Quadro M500M,Windows 7,1.8,2.6,Intel,512.0,SSD,109244.2464
Asus,Notebook,14.0,1366x768,4,Intel HD Graphics 500,Windows 10,1.5,1.1,Intel,32.0,Flash,14811.84
HP,Ultrabook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.84,2.7,Intel,256.0,SSD,40066.56
Acer,Notebook,15.6,1920x1080,4,Nvidia GeForce 940MX,Windows 10,2.23,2.5,Intel,1024.0,HDD,32820.48
Lenovo,Notebook,15.6,1920x1080,16,AMD Radeon R7 M360,Windows 10,2.5,2.5,Intel,1024.0,Hybrid,58554.72
HP,Workstation,17.3,1920x1080,8,Nvidia Quadro M3000M,Windows 7,3.0,2.6,Intel,256.0,SSD,210424.032
Dell,Notebook,15.6,1366x768,8,AMD Radeon R7 M445,Windows 10,2.5,2.5,Intel,1024.0,HDD,41771.52
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,3.78,2.7,Intel,256.0,SSD,127818.72
HP,Ultrabook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 7,1.88,2.5,Intel,256.0,SSD,115709.2416
Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Intel HD Graphics 520,Windows 10,2.8,2.6,Intel,512.0,SSD,130003.2
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.4,2.8,Intel,128.0,SSD,60888.384
HP,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 520,Windows 10,1.48,2.4,Intel,256.0,SSD,86793.12
HP,Workstation,15.6,1920x1080,8,Nvidia Quadro M1000M,Windows 7,2.59,2.6,Intel,256.0,SSD,118761.12
HP,2 in 1 Convertible,13.3,2560x1440,8,Intel HD Graphics 520,Windows 10,1.48,2.6,Intel,256.0,SSD,95850.72
HP,Workstation,15.6,1920x1080,8,Nvidia Quadro M1000M,Windows 7,2.0,2.6,Intel,256.0,SSD,101178.72
HP,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 520,Windows 7,1.26,2.5,Intel,256.0,SSD,122381.496
Dell,Notebook,15.6,1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.18,2.7,Intel,256.0,SSD,53807.472
HP,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 7,1.88,2.3,Intel,256.0,SSD,84129.12
Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Intel HD Graphics 520,Windows 10,1.27,2.5,Intel,256.0,SSD,124621.92
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,No OS,1.9,2.0,Intel,1024.0,HDD,18061.92
HP,Notebook,15.6,1366x768,4,AMD Radeon R2 Graphics,Windows 10,1.86,1.8,AMD,500.0,HDD,15824.16
Lenovo,Notebook,15.6,1920x1080,8,AMD Radeon R5 M330,No OS,2.32,2.3,Intel,1024.0,HDD,31914.72
Dell,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,2.8,Intel,1024.0,HDD,63882.72
Dell,Notebook,15.6,3840x2160,8,Nvidia GeForce 960M,Windows 10,2.04,2.3,Intel,256.0,SSD,119916.2304
HP,Notebook,15.6,1920x1080,4,AMD Radeon 520,Windows 10,1.91,2.5,AMD,256.0,SSD,25515.2592
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,2.8,Intel,256.0,SSD,79536.384
Lenovo,Ultrabook,14.0,1920x1080,12,Intel HD Graphics 520,Windows 7,1.4,2.6,Intel,512.0,SSD,122490.72
Lenovo,Notebook,15.6,1920x1080,8,AMD Radeon R5 M330,Windows 10,2.5,2.3,Intel,1024.0,Hybrid,42010.7472
HP,2 in 1 Convertible,13.3,2560x1440,8,Intel HD Graphics 520,Windows 10,1.48,2.6,Intel,512.0,SSD,108744.48
Lenovo,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 7,1.7,2.6,Intel,256.0,SSD,79866.72
MSI,Gaming,14.0,1920x1080,16,Nvidia GeForce GTX 970M,Windows 10,1.7,2.6,Intel,256.0,SSD,94252.32
HP,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.62,2.8,Intel,1024.0,HDD,47898.72
Lenovo,Notebook,15.6,1366x768,8,Intel HD Graphics 520,Windows 10,2.2,2.0,Intel,1024.0,HDD,24455.52
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,No OS,2.1,2.3,Intel,500.0,HDD,25414.0272
Dell,Gaming,15.6,3840x2160,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,2.8,Intel,128.0,SSD,79813.44
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.95,2.5,Intel,256.0,SSD,74059.2
Lenovo,Notebook,15.6,1920x1080,4,Nvidia GeForce 920MX ,Windows 10,2.2,2.0,Intel,1024.0,HDD,24935.04
HP,Notebook,14.0,1366x768,2,Intel HD Graphics 400,Windows 10,1.44,1.6,Intel,32.0,Flash,13266.72
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,2.7,Intel,1024.0,HDD,44701.92
HP,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,1.96,2.5,Intel,256.0,SSD,36177.12
HP,Notebook,15.6,1920x1080,16,Intel UHD Graphics 620,Windows 10,2.1,1.8,Intel,512.0,SSD,61751.52
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics,Windows 10,2.2,1.6,Intel,500.0,HDD,19660.32
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,No OS,2.1,2.3,Intel,500.0,HDD,21205.44
Lenovo,Notebook,15.6,1920x1080,8,Nvidia GeForce 940MX,No OS,2.2,2.7,Intel,1024.0,HDD,37775.52
Asus,Notebook,14.0,1920x1080,4,Intel HD Graphics 620,Windows 10,2.0,2.4,Intel,256.0,SSD,40972.32
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 520,Windows 7,2.32,2.5,Intel,1024.0,Hybrid,43956.0
Lenovo,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 960,Windows 10,3.31,2.6,Intel,512.0,SSD,69530.4
MSI,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 970M,Windows 10,1.91,2.6,Intel,128.0,SSD,114731.5536
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.07,2.3,Intel,500.0,HDD,34632.0
Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Intel HD Graphics 520,Windows 10,1.36,2.3,Intel,256.0,SSD,87219.36
Lenovo,Ultrabook,15.6,1920x1080,6,Nvidia GeForce 920M,Windows 10,1.54,2.7,Intel,256.0,SSD,44275.68
Dell,Notebook,15.6,1920x1080,8,Nvidia GeForce GT 940MX,Linux,1.98,2.7,Intel,256.0,SSD,47686.1328
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Windows 10,2.1,2.0,Intel,500.0,HDD,17742.24
HP,Notebook,15.6,1920x1080,6,Nvidia GeForce GTX 960M,Windows 10,2.18,2.6,Intel,1024.0,HDD,42570.72
Asus,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,2.591,2.6,Intel,256.0,SSD,48431.52
Dell,2 in 1 Convertible,15.6,1920x1080,16,Intel HD Graphics 620,Windows 10,2.09,2.7,Intel,512.0,SSD,62817.12
Acer,Notebook,15.6,1920x1080,4,Nvidia GeForce 940MX,Windows 10,2.23,2.5,Intel,256.0,SSD,36816.48
Dell,Ultrabook,13.3,3200x1800,8,Intel HD Graphics 520,Linux,1.23,2.4,Intel,256.0,SSD,58554.72
Acer,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.2,2.8,Intel,256.0,SSD,138474.72
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.4,2.5,Intel,1024.0,HDD,43636.32
Samsung,2 in 1 Convertible,12.3,2400x1600,4,ARM Mali T860 MP4,Chrome OS,1.15,2.0,Samsung,32.0,Flash,35111.52
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,1.86,2.5,Intel,500.0,HDD,25840.8
Apple,Ultrabook,12.0,2304x1440,8,Intel HD Graphics 5300,Mac OS X,0.92,1.1,Intel,256.0,Flash,61964.64
Dell,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.6,2.5,Intel,256.0,SSD,63882.72
HP,Notebook,15.6,1920x1080,12,Nvidia GeForce GTX 1050,Windows 10,2.21,2.8,Intel,128.0,SSD,70702.56
Lenovo,Notebook,15.6,1366x768,4,AMD Radeon R5 M430,No OS,1.9,2.0,Intel,1024.0,HDD,19607.04
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.3,2.6,Intel,512.0,SSD,114552.0
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Linux,2.1,2.0,Intel,1024.0,HDD,14492.16
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.43,2.8,Intel,256.0,SSD,109165.392
Dell,Notebook,15.6,1366x768,4,AMD Radeon R7 M440,Windows 10,2.3,2.0,Intel,128.0,SSD,26586.72
Lenovo,Notebook,15.6,1366x768,8,Nvidia GeForce 920MX,No OS,2.2,2.5,Intel,500.0,HDD,33513.12
Dell,Ultrabook,13.3,3200x1800,16,Intel HD Graphics 620,Windows 10,1.2,2.7,Intel,512.0,SSD,142790.4
Asus,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.2,2.6,Intel,1024.0,HDD,62284.32
Dell,Notebook,15.6,1920x1080,8,AMD Radeon R7 M445,Windows 10,2.36,2.5,Intel,256.0,SSD,47365.92
HP,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,1.91,2.5,Intel,256.0,SSD,30849.12
Lenovo,Notebook,15.6,1366x768,4,AMD Radeon R2 Graphics,Windows 10,2.2,2.2,AMD,500.0,HDD,15930.72
Acer,Notebook,17.3,1600x900,8,Nvidia GeForce 940MX,Windows 10,3.3,2.0,Intel,1024.0,HDD,33513.12
Asus,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,2.2,2.8,Intel,256.0,SSD,130482.72
Apple,Ultrabook,12.0,2304x1440,8,Intel HD Graphics 515,Mac OS X,0.92,1.2,Intel,512.0,Flash,68145.12
Asus,Notebook,15.6,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.2,2.8,Intel,128.0,SSD,93186.72
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.43,2.6,Intel,256.0,SSD,103842.1872
Dell,2 in 1 Convertible,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.191,2.5,Intel,256.0,SSD,53226.72
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.9,2.8,Intel,256.0,SSD,103842.72
Acer,Netbook,11.6,1366x768,2,Intel HD Graphics,Chrome OS,1.3,1.5,Intel,32.0,SSD,9270.72
Acer,Notebook,17.3,1600x900,4,Nvidia GeForce 940MX,Windows 10,3.3,2.0,Intel,1024.0,HDD,31861.44
Lenovo,Notebook,17.3,1600x900,8,Intel HD Graphics 620,No OS,2.8,2.5,Intel,1024.0,HDD,28717.92
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6,2.6,Intel,128.0,SSD,67772.16
Acer,2 in 1 Convertible,14.0,1920x1080,8,Intel HD Graphics 615,Windows 10,1.2,1.3,Intel,256.0,SSD,61218.72
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,2.3,2.6,Intel,256.0,SSD,81465.12
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.2,2.6,Intel,128.0,SSD,78647.1408
HP,Notebook,15.6,1920x1080,6,AMD Radeon 530,Windows 10,2.1,2.7,AMD,1024.0,HDD,28185.12
Dell,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 520,Windows 7,1.26,2.4,Intel,256.0,SSD,91288.3536
Dell,2 in 1 Convertible,15.0,1920x1080,4,Intel HD Graphics 620,Windows 10,2.08,2.4,Intel,500.0,HDD,27119.52
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 405,Windows 10,2.65,1.6,Intel,1024.0,HDD,16463.52
Dell,Ultrabook,13.3,3200x1800,8,Intel HD Graphics 620,Windows 10,1.29,2.7,Intel,256.0,SSD,78694.56
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.18,2.5,Intel,1024.0,HDD,27804.7008
Lenovo,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 960M,Windows 10,2.6,2.6,Intel,128.0,SSD,54825.12
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,2.8,Intel,128.0,SSD,61218.72
Lenovo,Netbook,12.5,1920x1080,16,Intel HD Graphics 520,Windows 10,1.3,2.5,Intel,512.0,SSD,87912.0
Razer,Gaming,14.0,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.95,2.8,Intel,1024.0,SSD,186426.72
Dell,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.3,2.4,Intel,1024.0,HDD,24988.8528
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.7,2.8,Intel,256.0,SSD,85141.44
Apple,Ultrabook,11.6,1366x768,4,Intel HD Graphics 6000,Mac OS X,1.08,1.6,Intel,256.0,Flash,51095.52
HP,Notebook,15.6,1920x1080,4,Intel HD Graphics 520,Windows 10,2.1,2.0,Intel,1024.0,HDD,25467.84
HP,Ultrabook,14.0,2560x1440,8,Intel HD Graphics 520,Windows 7,1.54,2.5,Intel,256.0,SSD,117119.5632
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 7,2.24,2.3,Intel,500.0,HDD,39267.36
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,2.3,2.6,Intel,128.0,SSD,62284.32
Lenovo,Notebook,13.3,1920x1080,16,Intel HD Graphics 620,Windows 10,1.4,2.7,Intel,512.0,SSD,79866.72
Lenovo,Notebook,15.6,1920x1080,6,AMD Radeon 530,Windows 10,2.2,3.6,AMD,256.0,SSD,31838.5296
Asus,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 520,Windows 10,1.45,2.5,Intel,256.0,SSD,68198.4
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.4,2.0,Intel,500.0,HDD,19276.704
Dell,2 in 1 Convertible,17.3,1920x1080,16,Nvidia GeForce 940MX,Windows 10,2.77,2.7,Intel,512.0,SSD,95850.72
HP,Notebook,14.0,1920x1080,4,Intel HD Graphics 520,Windows 7,1.54,2.3,Intel,256.0,SSD,58607.4672
Dell,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.6,2.5,Intel,500.0,HDD,46620.0
Asus,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,2.34,2.6,Intel,256.0,SSD,123876.0
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,No OS,2.3,2.5,Intel,256.0,SSD,30529.44
Dell,2 in 1 Convertible,13.3,3200x1800,8,Intel HD Graphics 615,Windows 10,1.24,1.2,Intel,256.0,SSD,96596.64
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics,Linux,2.2,1.6,Intel,500.0,HDD,17262.72
HP,Notebook,15.6,1366x768,4,AMD Radeon R4 Graphics,Windows 10,1.86,2.5,AMD,500.0,HDD,21258.72
Lenovo,Notebook,15.6,1920x1080,6,Nvidia GeForce 920MX,Windows 10,2.4,2.3,Intel,128.0,SSD,30316.32
Lenovo,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.9,2.3,Intel,256.0,SSD,57116.16
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics,Windows 10,2.2,1.6,Intel,500.0,HDD,23655.7872
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Windows 10,2.0,1.1,Intel,1024.0,HDD,18061.92
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 970M,Windows 10,4.0,2.6,Intel,128.0,SSD,101232.0
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.29,2.0,Intel,500.0,HDD,26107.2
Lenovo,Notebook,15.6,1920x1080,8,AMD Radeon R5 M330,Windows 7,2.32,2.5,Intel,1024.0,Hybrid,47685.6
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,2.4,2.6,Intel,128.0,SSD,65481.12
Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Intel HD Graphics 520,Windows 10,1.8,2.3,Intel,128.0,SSD,44382.7728
Asus,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 515,Windows 10,1.2,0.9,Intel,512.0,SSD,38841.12
Dell,Notebook,15.6,1366x768,6,Intel HD Graphics 620,Windows 10,2.3,2.4,Intel,1024.0,HDD,24455.52
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 400,Linux,2.4,1.6,Intel,500.0,HDD,15397.92
Dell,Notebook,15.6,1366x768,2,Intel HD Graphics,Windows 10,2.2,1.6,Intel,500.0,HDD,20193.12
Lenovo,Notebook,15.6,1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,2.6,2.6,Intel,1024.0,HDD,47898.72
HP,Notebook,15.6,1920x1080,6,AMD Radeon R7 M440,Windows 10,2.04,2.9,AMD,1024.0,Hybrid,29303.4672
Dell,Notebook,15.6,1366x768,8,AMD Radeon R5 M430,Linux,2.3,2.7,Intel,1024.0,HDD,42943.1472
HP,Netbook,11.6,1366x768,2,Intel HD Graphics 400,Windows 10,1.17,1.6,Intel,32.0,Flash,11135.52
Asus,Notebook,15.6,1366x768,4,Nvidia GeForce 920M,Windows 10,2.2,2.5,Intel,500.0,HDD,38378.6496
Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Intel HD Graphics 520,Windows 10,1.8,2.5,Intel,128.0,SSD,33992.64
Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Intel HD Graphics 520,Windows 10,1.3,2.5,Intel,512.0,SSD,79866.72
Lenovo,Notebook,14.0,1366x768,2,Intel HD Graphics,Windows 10,1.5,1.6,Intel,64.0,Flash,12201.12
HP,Notebook,15.6,1366x768,6,AMD Radeon R5 M330,Windows 10,2.19,2.5,Intel,1024.0,HDD,40705.92
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics,Windows 10,2.2,1.6,Intel,500.0,HDD,19660.32
Asus,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 515,Windows 10,1.2,0.9,Intel,512.0,SSD,38841.12
Dell,Notebook,15.6,1366x768,6,Intel HD Graphics 620,Windows 10,2.3,2.4,Intel,1024.0,HDD,24455.52
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 400,Linux,2.4,1.6,Intel,500.0,HDD,15397.92
Dell,Notebook,15.6,1366x768,2,Intel HD Graphics,Windows 10,2.2,1.6,Intel,500.0,HDD,20193.12
Lenovo,Notebook,15.6,1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,2.6,2.6,Intel,1024.0,HDD,47898.72
HP,Notebook,15.6,1920x1080,6,AMD Radeon R7 M440,Windows 10,2.04,2.9,AMD,1024.0,Hybrid,29303.4672
Dell,Notebook,15.6,1366x768,8,AMD Radeon R5 M430,Linux,2.3,2.7,Intel,1024.0,HDD,42943.1472
HP,Netbook,11.6,1366x768,2,Intel HD Graphics 400,Windows 10,1.17,1.6,Intel,32.0,Flash,11135.52
Asus,Notebook,15.6,1366x768,4,Nvidia GeForce 920M,Windows 10,2.2,2.5,Intel,500.0,HDD,38378.6496
Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Intel HD Graphics 520,Windows 10,1.8,2.5,Intel,128.0,SSD,33992.64
Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Intel HD Graphics 520,Windows 10,1.3,2.5,Intel,512.0,SSD,79866.72
Lenovo,Notebook,14.0,1366x768,2,Intel HD Graphics,Windows 10,1.5,1.6,Intel,64.0,Flash,12201.12
HP,Notebook,15.6,1366x768,6,AMD Radeon R5 M330,Windows 10,2.19,2.5,Intel,1024.0,HDD,40705.92
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics,Windows 10,2.2,1.6,Intel,500.0,HDD,19660.32
Asus,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 515,Windows 10,1.2,0.9,Intel,512.0,SSD,38841.12
Dell,Notebook,15.6,1366x768,6,Intel HD Graphics 620,Windows 10,2.3,2.4,Intel,1024.0,HDD,24455.52
